Entity	Annotation	Status	Provenance	link
http://bg.dbpedia.org/resource/%D0%90%D0%B1%D0%B0%D0%BD%D0%BE%D1%81				=hyperlink("http://bg.dbpedia.org/resource/%D0%90%D0%B1%D0%B0%D0%BD%D0%BE%D1%81")
http://dbpedia.org/resource/Diospyros_ebenum				=hyperlink("http://dbpedia.org/resource/Diospyros_ebenum")
http://eo.dbpedia.org/resource/Ebona_diospiro				=hyperlink("http://eo.dbpedia.org/resource/Ebona_diospiro")
http://es.dbpedia.org/resource/Diospyros_ebenum				=hyperlink("http://es.dbpedia.org/resource/Diospyros_ebenum")
http://et.dbpedia.org/resource/Must_eebenipuu				=hyperlink("http://et.dbpedia.org/resource/Must_eebenipuu")
http://it.dbpedia.org/resource/Diospyros_ebenum				=hyperlink("http://it.dbpedia.org/resource/Diospyros_ebenum")
http://ko.dbpedia.org/resource/흑단나무				=hyperlink("http://ko.dbpedia.org/resource/흑단나무")
http://pl.dbpedia.org/resource/Hurma_hebanowa				=hyperlink("http://pl.dbpedia.org/resource/Hurma_hebanowa")
http://ru.dbpedia.org/resource/Хурма_эбеновая				=hyperlink("http://ru.dbpedia.org/resource/Хурма_эбеновая")
http://sv.dbpedia.org/resource/Diospyros_ebenum				=hyperlink("http://sv.dbpedia.org/resource/Diospyros_ebenum")
http://bn.dbpedia.org/resource/%E0%A6%86%E0%A6%AC%E0%A6%B2%E0%A7%81%E0%A6%B8				=hyperlink("http://bn.dbpedia.org/resource/%E0%A6%86%E0%A6%AC%E0%A6%B2%E0%A7%81%E0%A6%B8")
http://ca.dbpedia.org/resource/Ban%C3%BAs				=hyperlink("http://ca.dbpedia.org/resource/Ban%C3%BAs")
http://da.dbpedia.org/resource/Sort_Ibenholt				=hyperlink("http://da.dbpedia.org/resource/Sort_Ibenholt")
http://fi.dbpedia.org/resource/Ceylonineebenpuu				=hyperlink("http://fi.dbpedia.org/resource/Ceylonineebenpuu")
http://lt.dbpedia.org/resource/Ceiloninis_juodmedis				=hyperlink("http://lt.dbpedia.org/resource/Ceiloninis_juodmedis")
http://rdf.freebase.com/ns/m.05fc4dj				=hyperlink("http://rdf.freebase.com/ns/m.05fc4dj")
http://www.wikidata.org/entity/Q5279626				=hyperlink("http://www.wikidata.org/entity/Q5279626")
http://dbpedia.org/resource/Ceylon_Ebony				=hyperlink("http://dbpedia.org/resource/Ceylon_Ebony")
http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001492aa				=hyperlink("http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000001492aa")
http://gl.dbpedia.org/resource/Ébano				=hyperlink("http://gl.dbpedia.org/resource/Ébano")
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000ad59190				=hyperlink("http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000ad59190")
http://rdf.freebase.com/ns/m/05fc4dj				=hyperlink("http://rdf.freebase.com/ns/m/05fc4dj")
http://vi.dbpedia.org/resource/Diospyros_ebenum				=hyperlink("http://vi.dbpedia.org/resource/Diospyros_ebenum")
http://war.dbpedia.org/resource/Diospyros_ebenum				=hyperlink("http://war.dbpedia.org/resource/Diospyros_ebenum")
http://wikidata.dbpedia.org/resource/Q5279626				=hyperlink("http://wikidata.dbpedia.org/resource/Q5279626")
http://wikidata.org/entity/Q5279626				=hyperlink("http://wikidata.org/entity/Q5279626")
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Diospyros_ebenum				=hyperlink("http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Diospyros_ebenum")
http://dbpedia.org/resource/Diospyros_glaberrima				=hyperlink("http://dbpedia.org/resource/Diospyros_glaberrima")
http://dbpedia.org/resource/Diospyros_hebecarpa				=hyperlink("http://dbpedia.org/resource/Diospyros_hebecarpa")
http://rdf.freebase.com/ns/m/0194pb				=hyperlink("http://rdf.freebase.com/ns/m/0194pb")
http://wikidata.dbpedia.org/resource/Q156005				=hyperlink("http://wikidata.dbpedia.org/resource/Q156005")
http://wikidata.org/entity/Q156005				=hyperlink("http://wikidata.org/entity/Q156005")
http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Ebony				=hyperlink("http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Ebony")
http://dbpedia.org/resource/India_Ebony				=hyperlink("http://dbpedia.org/resource/India_Ebony")
http://dbpedia.org/resource/St_Helena_Ebony				=hyperlink("http://dbpedia.org/resource/St_Helena_Ebony")
http://el.dbpedia.org/resource/%CE%88%CE%B2%CE%B5%CE%BD%CE%BF%CF%82				=hyperlink("http://el.dbpedia.org/resource/%CE%88%CE%B2%CE%B5%CE%BD%CE%BF%CF%82")
http://es.dbpedia.org/resource/%C3%89bano				=hyperlink("http://es.dbpedia.org/resource/%C3%89bano")
http://fa.dbpedia.org/resource/%D8%A2%D8%A8%D9%86%D9%88%D8%B3				=hyperlink("http://fa.dbpedia.org/resource/%D8%A2%D8%A8%D9%86%D9%88%D8%B3")
http://fr.dbpedia.org/resource/%C3%89b%C3%A8ne				=hyperlink("http://fr.dbpedia.org/resource/%C3%89b%C3%A8ne")
http://he.dbpedia.org/resource/%D7%94%D7%95%D7%91%D7%A0%D7%94				=hyperlink("http://he.dbpedia.org/resource/%D7%94%D7%95%D7%91%D7%A0%D7%94")
http://hi.dbpedia.org/resource/%E0%A4%86%E0%A4%AC%E0%A4%A8%E0%A5%82%E0%A4%B8				=hyperlink("http://hi.dbpedia.org/resource/%E0%A4%86%E0%A4%AC%E0%A4%A8%E0%A5%82%E0%A4%B8")
http://ht.dbpedia.org/resource/Bwa_deb%C3%A8n				=hyperlink("http://ht.dbpedia.org/resource/Bwa_deb%C3%A8n")
http://hu.dbpedia.org/resource/%C3%89benf%C3%A1k				=hyperlink("http://hu.dbpedia.org/resource/%C3%89benf%C3%A1k")
http://ja.dbpedia.org/resource/%E3%82%B3%E3%82%AF%E3%82%BF%E3%83%B3				=hyperlink("http://ja.dbpedia.org/resource/%E3%82%B3%E3%82%AF%E3%82%BF%E3%83%B3")
http://ka.dbpedia.org/resource/%E1%83%90%E1%83%91%E1%83%90%E1%83%9C%E1%83%9D%E1%83%96%E1%83%98				=hyperlink("http://ka.dbpedia.org/resource/%E1%83%90%E1%83%91%E1%83%90%E1%83%9C%E1%83%9D%E1%83%96%E1%83%98")
http://ko.dbpedia.org/resource/%ED%9D%91%EB%8B%A8%EB%82%98%EB%AC%B4				=hyperlink("http://ko.dbpedia.org/resource/%ED%9D%91%EB%8B%A8%EB%82%98%EB%AC%B4")
http://ko.dbpedia.org/resource/%ED%9D%91%EB%8B%A8				=hyperlink("http://ko.dbpedia.org/resource/%ED%9D%91%EB%8B%A8")
http://mk.dbpedia.org/resource/%D0%90%D0%B1%D0%BE%D0%BD%D0%BE%D1%81				=hyperlink("http://mk.dbpedia.org/resource/%D0%90%D0%B1%D0%BE%D0%BD%D0%BE%D1%81")
http://ml.dbpedia.org/resource/%E0%B4%95%E0%B4%B0%E0%B4%BF%E0%B4%AE%E0%B4%B0%E0%B4%82				=hyperlink("http://ml.dbpedia.org/resource/%E0%B4%95%E0%B4%B0%E0%B4%BF%E0%B4%AE%E0%B4%B0%E0%B4%82")
http://pt.dbpedia.org/resource/%C3%89bano				=hyperlink("http://pt.dbpedia.org/resource/%C3%89bano")
http://ru.dbpedia.org/resource/%D0%A5%D1%83%D1%80%D0%BC%D0%B0_%D1%8D%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F				=hyperlink("http://ru.dbpedia.org/resource/%D0%A5%D1%83%D1%80%D0%BC%D0%B0_%D1%8D%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F")
http://ru.dbpedia.org/resource/%D0%AD%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%BE%D0%B5_%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE				=hyperlink("http://ru.dbpedia.org/resource/%D0%AD%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2%D0%BE%D0%B5_%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE")
http://ta.dbpedia.org/resource/%E0%AE%95%E0%AE%B0%E0%AF%81%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B2%E0%AE%BF				=hyperlink("http://ta.dbpedia.org/resource/%E0%AE%95%E0%AE%B0%E0%AF%81%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B2%E0%AE%BF")
http://th.dbpedia.org/resource/%E0%B8%95%E0%B8%B0%E0%B9%82%E0%B8%81				=hyperlink("http://th.dbpedia.org/resource/%E0%B8%95%E0%B8%B0%E0%B9%82%E0%B8%81")
http://uk.dbpedia.org/resource/%D0%A7%D0%BE%D1%80%D0%BD%D0%B5_%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE				=hyperlink("http://uk.dbpedia.org/resource/%D0%A7%D0%BE%D1%80%D0%BD%D0%B5_%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE")
